Volatility 3 Framework 1.0.1

Offset	Name	Size
0x3eab71d0	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\safebrowsing\mozstd-trackwhite-digest256.vlpset	128
0x3eab8880	\Windows\Fonts\cambriai.ttf	128
0x3eab8990	\$Directory	128
0x3eabb230	\Windows\Fonts\pala.ttf	128
0x3eabe220	\Program Files\Adobe\Acrobat Reader DC\Reader\ACE.dll	128
0x3eabff80	\Windows\Branding\Basebrd\fr-FR\basebrd.dll.mui	128
0x3eac1d88	\Windows\Fonts\rod.ttf	128
0x3eac8f80	\Windows\winsxs\Manifests\x86_microsoft.windows.isolationautomation_6595b64144ccf1df_1.0.0.0_none_35d357a66c38ade4.manifest	128
0x3eac9c98	\System Volume Information\{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x3eae2bd0	\Program Files\Windows Defender\MsMpLics.dll	128
0x3eae2c88	\$Directory	128
0x3eaedf80	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3eaeeb18	\Program Files\Adobe\Acrobat Reader DC\Reader\Locale\fr_FR\RdLang32.FRA	128
0x3eaf2b98	\Windows\System32\apisetschema.dll	128
0x3eaf3e48	\Windows\System32\rtutils.dll	128
0x3eaf3f80	\Windows\System32\smss.exe	128
0x3eaf48f8	\Windows	128
0x3eaf6340	\ProtectedPrefix\LocalService	128
0x3eaf63f8	\ProtectedPrefix\LocalService	128
0x3eaf64b0	\ProtectedPrefix\Administrators	128
0x3eaf6568	\ProtectedPrefix\Administrators	128
0x3eaf6620	\ProtectedPrefix	128
0x3eaf6738	\ProtectedPrefix	128
0x3eaf6958	\Program Files\Mozilla Firefox\api-ms-win-core-timezone-l1-1-0.dll	128
0x3eafe038	\ProtectedPrefix\NetWorkService	128
0x3eafe490	\ProtectedPrefix\NetWorkService	128
0x3eb02378	\Windows\Fonts\trebuc.ttf	128
0x3eb02a90	\Windows\Fonts\StaticCache.dat	128
0x3eb34478	\Program Files\Adobe\Acrobat Reader DC\Reader\Locale\fr_FR\EScript.fra	128
0x3eb36f80	\$Directory	128
0x3eb3f648	\Users\Daniel\Music\desktop.ini	128
0x3eb3f700	\Program Files\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe	128
0x3eb47518	\Windows\System32\msvcp140.dll	128
0x3eb51ad0	\Windows\Fonts\mingliu.ttc	128
0x3eb53038	\Endpoint	128
0x3eb53120	\Winsock2\CatalogChangeListener-1bc-0	128
0x3eb54e20	\$Directory	128
0x3eb54ed8	\Windows\System32\C_936.NLS	128
0x3eb55440	\Windows\Fonts\segoeui.ttf	128
0x3eb57e68	\Windows\System32\fr-FR\wuaueng.dll.mui	128
0x3edaf7a0	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Network Shortcuts	128
0x3edb1a60	\Windows\System32\msisip.dll	128
0x3edb1ef0	\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER	128
0x3edbd8c8	\Windows\System32\clbcatq.dll	128
0x3edbe380	\$MftMirr	128
0x3edc47d0	\Windows\System32\fr-FR\win32k.sys.mui	128
0x3edc5e30	\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf	128
0x3edc6350	\$Mft	128
0x3edc6be8	\$LogFile	128
0x3edcd288	\$BitMap	128
0x3edcd968	\$Directory	128
0x3edce9c8	\$Mft	128
0x3edd1c00	\Windows\System32\wininet.dll	128
0x3edd1d88	\Windows\System32\ntdll.dll	128
0x3edd2268	\Windows\System32\sechost.dll	128
0x3edd23a0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	128
0x3edd27b0	\$Directory	128
0x3edd28e8	\$Directory	128
0x3edd2a50	\$Directory	128
0x3edd3570	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002	128
0x3edd39b0	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001	128
0x3edd4f10	\$Directory	128
0x3edd52b8	:$VMCB$	128
0x3edd5b28	TxfLog	128
0x3edd5e50	\$Directory	128
0x3edd60e8	\$Directory	128
0x3edd6410	KtmLog	128
0x3edd66a0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	128
0x3edd6cd0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	128
0x3edd8808	\$Directory	128
0x3edd8f80	\$Directory	128
0x3edd9288	\Boot\BCD	128
0x3edddd20	\Windows\Fonts\ariali.ttf	128
0x3ede0d38	\Windows\System32\psapi.dll	128
0x3ede0f80	\pagefile.sys	128
0x3ede2800	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl	128
0x3ede2e60	\$Directory	128
0x3ede38a8	\Windows\System32\wscui.cpl	128
0x3ede39a8	\Windows\Fonts\courbi.ttf	128
0x3ede3e60	\Windows\System32\imagehlp.dll	128
0x3edf3958	\Windows\System32\gdi32.dll	128
0x3edf9998	\Windows\System32\vsstrace.dll	128
0x3edfb930	\Windows\System32\srclient.dll	128
0x3edfb9e8	\Windows\winsxs\x86_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.17514_none_0b66cb34258c936f\wrpint.dll	128
0x3edfeb48	\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.2.regtrans-ms	128
0x3edfeee8	\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.0.regtrans-ms	128
0x3ee0cc30	\$Directory	128
0x3ee13490	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ParentalControls-Package~31bf3856ad364e35~x86~~6.1.7600.16385.cat	128
0x3ee13f80	\Endpoint	128
0x3ee1ab10	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\content-prefs.sqlite	128
0x3ee36680	\Windows\Fonts\msyhbd.ttf	128
0x3ee367d8	\Windows\System32\fr-FR\propsys.dll.mui	128
0x3ee369a8	\Users\Daniel\Saved Games\desktop.ini	128
0x3f000b20	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\75CA58072B9926F763A91F0CC2798706_93E4B2BA79A897B3100CCB27F2D3BF4F	128
0x3f001c88	\Windows\System32\fr-FR\inetpp.dll.mui	128
0x3f001dd0	\Windows\System32\fr-FR\netshell.dll.mui	128
0x3f002ca8	\Windows\System32\d3d10.dll	128
0x3f003a38	\Windows\System32\fr-FR\shell32.dll.mui	128
0x3f004238	\Windows\System32\cdd.dll	128
0x3f004ef0	\Windows\System32\mssitlb.dll	128
0x3f005278	\Windows\Fonts\angsauz.ttf	128
0x3f0057f0	\$SetEndOfFileInfo	128
0x3f006920	\Windows\System32\EAPQEC.DLL	128
0x3f006cf0	\Windows\Fonts\webdings.ttf	128
0x3f006ec8	\Windows\AppCompat\Programs\RecentFileCache.bcf	128
0x3f007530	\Windows\System32\C_20127.NLS	128
0x3f007948	\Windows\System32\HelpPaneProxy.dll	128
0x3f0088d8	\$Recycle.Bin\S-1-5-21-1192227457-2238789802-2389421099-1000\desktop.ini	128
0x3f009a68	\Users\Daniel\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms	128
0x3f009be8	\Users\Daniel\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms	128
0x3f009d60	\Device\HarddiskVolume1\Users\Daniel\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x3f00ab08	\Windows\System32\fr-FR\userenv.dll.mui	128
0x3f00b298	\Windows\Fonts\taileb.ttf	128
0x3f00b668	\Windows\Fonts\gishabd.ttf	128
0x3f00cd90	\Windows\Prefetch\WMIPRVSE.EXE-43972D0F.pf	128
0x3f00d298	\Windows\System32\eapsvc.dll	128
0x3f00e5c0	\Windows\WindowsShell.Manifest	128
0x3f00e6c8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini	128
0x3f00e828	\Windows\Fonts\segoeuiz.ttf	128
0x3f00f038	\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_fr-fr_fa9fa5a24b1ee5f0\comctl32.dll.mui	128
0x3f010398	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f010450	\Users\Daniel\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat	128
0x3f011330	\Windows\System32\IKEEXT.DLL	128
0x3f0116f8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Data Sources (ODBC).lnk	128
0x3f011900	\Windows\Resources\Ease of Access Themes\classic.theme	128
0x3f012038	\Windows\System32\wermgr.exe	128
0x3f012940	\Windows\System32\PortableDeviceTypes.dll	128
0x3f0137d8	\Windows\System32\rasapi32.dll	128
0x3f013ed8	\Windows\System32\WinSATAPI.dll	128
0x3f0149e8	\Windows\System32\oleacc.dll	128
0x3f014f80	\Windows\System32\rasman.dll	128
0x3f015268	\Windows\System32\srchadmin.dll	128
0x3f0158d8	\Endpoint	128
0x3f015b98	\Windows\System32\msimg32.dll	128
0x3f015c98	\Windows\System32\winmm.dll	128
0x3f017330	\Windows\System32\api-ms-win-core-localization-l1-2-0.dll	128
0x3f0173e8	\Users\Daniel\Searches\desktop.ini	128
0x3f017bc8	\ProgramData\Microsoft\Network\Downloader\qmgr0.dat	128
0x3f018378	\Program Files\Mozilla Firefox\api-ms-win-crt-runtime-l1-1-0.dll	128
0x3f018a28	\Windows\Fonts\vijaya.ttf	128
0x3f018c78	\Windows\System32\lpk.dll	128
0x3f0194c0	\Windows\System32\devmgmt.msc	128
0x3f0197a0	\Windows\System32\oleaccrc.dll	128
0x3f019ca0	\Windows\System32\fr-FR\msctf.dll.mui	128
0x3f01a038	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\safebrowsing\google4\goog-unwanted-proto.vlpset	128
0x3f01a148	\Windows\System32\fr-FR\dhcpcsvc.dll.mui	128
0x3f01b800	\Windows\Resources\Ease of Access Themes\basic.theme	128
0x3f01be90	\Windows\System32\fr-FR\gpsvc.dll.mui	128
0x3f01c0f8	\Windows\System32\usp10.dll	128
0x3f01c218	\wkssvc	128
0x3f01d0c0	\Windows\System32\fr-FR\winlogon.exe.mui	128
0x3f01dc30	\Program Files\Adobe\Acrobat Reader DC\Reader\AcroRd32Res.dll	128
0x3f01df80	\Windows\System32\QUTIL.DLL	128
0x3f01ef80	\Windows\System32\PlaySndSrv.dll	128
0x3f01fc68	\Windows\System32\imageres.dll	128
0x3f01fec8	\$Directory	128
0x3f01ff80	\Windows\System32\fr-FR\ESENT.dll.mui	128
0x3f020298	\Windows\System32\fr-FR\win32spl.dll.mui	128
0x3f021038	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000	128
0x3f021d40	\$Directory	128
0x3f021f80	\lsass	128
0x3f022a40	\Windows\System32\SearchFolder.dll	128
0x3f022c20	\Windows\Resources\Ease of Access Themes\hcblack.theme	128
0x3f023140	\Windows\System32\netshell.dll	128
0x3f023318	\Users\Daniel\AppData\Roaming\Microsoft\SystemCertificates\My	128
0x3f024378	\$Directory	128
0x3f024430	\$Directory	128
0x3f024b88	\Endpoint	128
0x3f024e20	\Windows\Fonts\kokilai.ttf	128
0x3f024f18	\Windows\System32\taskbarcpl.dll	128
0x3f025038	\Windows\System32\dispci.dll	128
0x3f0259d8	\Windows\Fonts\verdanai.ttf	128
0x3f0274d8	\Windows\System32\fr-FR\prnfldr.dll.mui	128
0x3f027e38	\Users\Daniel\ntuser.dat.LOG1	128
0x3f028378	\Users\Daniel\Downloads\RH-Appli-Connect.exe	128
0x3f0293e0	\Windows\System32\fr-FR\sndvolsso.dll.mui	128
0x3f029b70	\Windows\inf\ndiscap.PNF	128
0x3f029c28	\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\SystemCertificates\My	128
0x3f02a038	\Windows\System32\virtdisk.dll	128
0x3f02b4c8	\$Directory	128
0x3f02b580	\Windows\System32\twext.dll	128
0x3f02c100	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.gthr	128
0x3f02c880	\$Directory	128
0x3f02cca0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Event Viewer.lnk	128
0x3f02ce10	\Windows\Prefetch\FIREFOX.EXE-E60C0AA7.pf	128
0x3f02cec8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows PowerShell Modules.lnk	128
0x3f02d640	\Windows\Fonts\cambriab.ttf	128
0x3f02e608	\Device\HarddiskVolume1\Users\Daniel\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x3f02f740	\Windows\AppPatch\pcamain.sdb	128
0x3f0303e0	\Windows\System32\Syncreg.dll	128
0x3f030888	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af	128
0x3f030c38	\$Directory	128
0x3f031320	\Windows\System32\fr-FR\user32.dll.mui	128
0x3f034408	\Users\Daniel\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1	128
0x3f035e10	\$Directory	128
0x3f035ec8	\Windows\System32\ndiscapCfg.dll	128
0x3f035f80	\$Directory	128
0x3f036280	\Device\HarddiskVolume1\Users\Daniel\AppData\Local\Microsoft\Windows\UsrClass.dat{acba00da-94d3-11ec-99ac-f4267968ed8a}.TM	128
0x3f036408	\Windows\System32\wuaueng.dll	128
0x3f037f80	\Windows\System32\fr-FR\user32.dll.mui	128
0x3f038270	\Users\Daniel\AppData\Local\Microsoft\Windows\UsrClass.dat	128
0x3f03ae00	\Device\HarddiskVolume1\Users\Daniel\AppData\Local\Microsoft\Windows\UsrClass.dat{acba00da-94d3-11ec-99ac-f4267968ed8a}.TM	128
0x3f03af80	\Users\Daniel\AppData\Local\Microsoft\Windows\UsrClass.dat{acba00da-94d3-11ec-99ac-f4267968ed8a}.TM.blf	128
0x3f03b160	\Windows\System32\wpd_ci.dll	128
0x3f03ba10	\Users\Daniel\AppData\Roaming\Microsoft\Credentials	128
0x3f03bf80	\Users\Daniel\AppData\Local\Microsoft\Credentials	128
0x3f03c598	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f03c7e0	\Windows\System32\fr-FR\lsm.exe.mui	128
0x3f03ce50	\Windows\Fonts\iskpota.ttf	128
0x3f03ea00	\$Directory	128
0x3f0407c0	\Windows\System32	128
0x3f040e00	\Users\Daniel\AppData\Local\Microsoft\Windows\UsrClass.dat{acba00da-94d3-11ec-99ac-f4267968ed8a}.TMContainer00000000000000000002.regtrans-ms	128
0x3f040f80	\Users\Daniel\AppData\Local\Microsoft\Windows\UsrClass.dat{acba00da-94d3-11ec-99ac-f4267968ed8a}.TMContainer00000000000000000001.regtrans-ms	128
0x3f0410e8	\Windows\bootstat.dat	128
0x3f0412e8	\Windows\System32\dimsjob.dll	128
0x3f0436f0	\$Directory	128
0x3f044400	\Windows\System32\UIAnimation.dll	128
0x3f044ad0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f045810	\Windows\explorer.exe	128
0x3f0482b0	\Windows\SoftwareDistribution\DataStore\Logs\edb.log	128
0x3f048368	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f0486b0	\$Directory	128
0x3f048a38	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\Windows PowerShell ISE.lnk	128
0x3f048be0	\Windows\System32\DeviceCenter.dll	128
0x3f049038	\Windows\System32\msimtf.dll	128
0x3f0490f0	\Windows\System32\spool\prtprocs\w32x86\winprint.dll	128
0x3f053830	\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_72d18a4386696c80	128
0x3f053f80	\Windows\System32\ExplorerFrame.dll	128
0x3f054590	\$Directory	128
0x3f054648	\Windows\fr-FR\explorer.exe.mui	128
0x3f0551f8	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f058480	\Windows\System32\fr-FR\ntshrui.dll.mui	128
0x3f058678	\Windows\System32\spoolss.dll	128
0x3f058778	\Windows\System32\EhStorShell.dll	128
0x3f058ad0	\Windows\System32\FXSSVC.exe	128
0x3f058cf0	\Windows\System32\ntshrui.dll	128
0x3f058e10	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f059488	\srvsvc	128
0x3f059878	\Windows\System32\cscapi.dll	128
0x3f059d38	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Printer Shortcuts	128
0x3f05a438	\Windows\System32\themeui.dll	128
0x3f05b998	\Windows\System32\FXSMON.dll	128
0x3f05be78	\Windows\System32\mmcbase.dll	128
0x3f05bf30	\Windows\System32\IconCodecService.dll	128
0x3f05c5a8	\Windows\System32\fr-FR\themeui.dll.mui	128
0x3f05c710	\Windows\Fonts\StaticCache.dat	128
0x3f05c808	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f05d2d0	\Windows\System32\HotStartUserAgent.dll	128
0x3f05d388	\Windows\System32\tcpmon.dll	128
0x3f05f4b8	\Windows\System32\msutb.dll	128
0x3f0613c0	\Windows\Fonts\framd.ttf	128
0x3f0618a0	\Windows\System32\spool\drivers\w32x86\3\FXSTIFF.DLL	128
0x3f061cf0	\Windows\System32\PrintIsolationProxy.dll	128
0x3f061e68	\Windows\System32\fr-FR\localspl.dll.mui	128
0x3f062668	\Windows\System32\umb.dll	128
0x3f0631d0	\Windows\System32\wsnmp32.dll	128
0x3f0639d8	\Windows\System32\snmpapi.dll	128
0x3f063b58	\Windows\System32\mmsys.cpl	128
0x3f063c10	\Windows\System32\fr-FR\MsCtfMonitor.dll.mui	128
0x3f065370	\Windows\System32\C_1251.NLS	128
0x3f065af8	\Windows\System32\localspl.dll	128
0x3f065f80	\Windows\System32\MsCtfMonitor.dll	128
0x3f066e10	\Windows\System32\appinfo.dll	128
0x3f0675c0	\Windows\System32\usbmon.dll	128
0x3f067768	\Program Files\Mozilla Firefox\mozglue.dll	128
0x3f067a10	\Windows\System32\fr-FR\sysmain.dll.mui	128
0x3f067f80	\Windows\System32\fr-FR\KernelBase.dll.mui	128
0x3f069660	\Windows\System32\winevt\Logs\Microsoft-Windows-MUI%4Operational.evtx	128
0x3f069718	\Windows\System32\webservices.dll	128
0x3f069ec8	\Windows\System32\fr-FR\KernelBase.dll.mui	128
0x3f06a038	\Windows\System32\fr-FR\msutb.dll.mui	128
0x3f06a2a0	\Windows\System32\fr-FR\WSDMon.dll.mui	128
0x3f06a868	\Windows\System32\WSDMon.dll	128
0x3f06af80	\Windows\System32\WSDApi.dll	128
0x3f06b9b0	\Windows\System32\fdPnp.dll	128
0x3f06c0f8	\Windows\System32\credui.dll	128
0x3f06c798	\Windows\System32\fundisc.dll	128
0x3f06d2e0	\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx	128
0x3f06dc08	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\datareporting\session-state.json.tmp	128
0x3f06e328	\Windows\System32\inetpp.dll	128
0x3f06e5b0	\Windows\System32\fr-FR\ws2_32.dll.mui	128
0x3f06eec0	\	128
0x3f070638	\ProgramData\Microsoft\Windows\Start Menu\Programs\XPS Viewer.lnk	128
0x3f070978	\$Directory	128
0x3f070f80	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f072038	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\saved-telemetry-pings\ac4385c8-0a97-48ae-a7b1-6abd220cdde8	128
0x3f072960	\Windows\System32\spool\drivers\w32x86\3\FXSUI.DLL	128
0x3f072a80	\Windows\System32\spool\drivers\w32x86\3\mxdwdui.dll	128
0x3f073868	\Windows\Fonts\phagspa.ttf	128
0x3f073988	\Program Files\Internet Explorer\IEShims.dll	128
0x3f0751b0	\Windows\Media\Windows Navigation Start.wav	128
0x3f075740	\Windows\System32\ulib.dll	128
0x3f076038	\Windows\System32\rasdlg.dll	128
0x3f077440	\Windows\System32\C_1250.NLS	128
0x3f078f80	\srvsvc	128
0x3f0798e8	\Windows\winsxs\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_fr-fr_fa9fa5a24b1ee5f0.manifest	128
0x3f07b1f0	\Windows\System32\radardt.dll	128
0x3f07bd28	\Windows\System32\wbem\NCProv.dll	128
0x3f07c5c8	\Windows\System32\wscsvc.dll	128
0x3f07cba0	\Windows\System32\jscript.dll	128
0x3f07cc98	\Windows\System32\win32spl.dll	128
0x3f07d5c8	\Endpoint	128
0x3f07dd78	\Users\Daniel\Desktop\desktop.ini	128
0x3f07e618	\Windows\System32\FXSRESM.dll	128
0x3f07eb58	\Windows\System32\fr-FR\crypt32.dll.mui	128
0x3f07f038	\Windows\System32\msxml3.dll	128
0x3f082290	\Windows\System32\rasplap.dll	128
0x3f082658	\Windows\System32\wbem\WMIADAP.exe	128
0x3f082f10	\Windows\System32\pngfilt.dll	128
0x3f083438	\Windows\System32\fr-FR\AltTab.dll.mui	128
0x3f084808	\$Directory	128
0x3f084950	\Windows\winsxs\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af.manifest	128
0x3f084b38	\$Directory	128
0x3f084bf0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f085790	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.dir	128
0x3f085aa0	\Windows\System32\tapi32.dll	128
0x3f085ec8	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f086878	\Windows\Resources\Ease of Access Themes\hc2.theme	128
0x3f0872f0	\Windows\System32\spool\drivers\w32x86\3\FXSAPI.DLL	128
0x3f0876c8	\Windows\Temp\FXSTIFFDebugLogFile.txt	128
0x3f0877d8	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f087ad8	\Windows\System32\imm32.dll	128
0x3f087c30	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f0887c0	\Windows\System32\DXP.dll	128
0x3f088a90	\Windows\System32\spool\drivers\w32x86\3\unidrvui.dll	128
0x3f088bb8	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	128
0x3f089038	\Windows\System32\spool\drivers\w32x86\3\FXSWZRD.DLL	128
0x3f0897c0	\Windows\System32\spool\drivers\w32x86\3\FXSRES.DLL	128
0x3f089878	\Windows\System32\cryptnet.dll	128
0x3f089a60	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3f089b80	\Windows\Temp\FXSAPIDebugLogFile.txt	128
0x3f08a260	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.ci	128
0x3f08abe0	\Windows\System32\fr-FR\rasdlg.dll.mui	128
0x3f08bd58	\Program Files\Mozilla Firefox\api-ms-win-crt-utility-l1-1-0.dll	128
0x3f08c158	\Windows\System32\cabinet.dll	128
0x3f08c670	\Windows\System32\fr-FR\umpnpmgr.dll.mui	128
0x3f08cab0	\Windows\Fonts\himalaya.ttf	128
0x3f08d2a0	\Windows\System32\fr-FR\rascfg.dll.mui	128
0x3f08d9c0	\Windows\Fonts\monbaiti.ttf	128
0x3f090970	\Windows\System32\mfplat.dll	128
0x3f090c20	\$Directory	128
0x3f090e60	\Windows\Fonts\Shonar.ttf	128
0x3f092038	\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\SystemCertificates\My	128
0x3f092260	\Windows\System32\url.dll	128
0x3f09c1f8	\Windows\System32\dhcpcsvc.dll	128
0x3f09fc98	\Program Files\Windows Defender\MpClient.dll	128
0x3f09fd50	\$ConvertToNonresident	128
0x3f0a0248	\Program Files\Mozilla Firefox\msvcp140.dll	128
0x3f0a07b8	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.001	128
0x3f0a11d8	\Windows\System32\crypt32.dll	128
0x3f0a2250	\Windows\System32\synceng.dll	128
0x3f0a2990	\Windows\System32	128
0x3f0a2aa8	\Windows\System32\wuapi.dll	128
0x3f0a3a18	\Windows\Fonts\calibrii.ttf	128
0x3f0a40c8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\Purble Place.lnk	128
0x3f0a4f80	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\safebrowsing\social-tracking-protection-linkedin-digest256.vlpset	128
0x3f0a5220	\$ConvertToNonresident	128
0x3f0a5b68	\$ConvertToNonresident	128
0x3f0a63c0	\$ConvertToNonresident	128
0x3f0a6708	\$ConvertToNonresident	128
0x3f0a6888	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx	128
0x3f0a6ba0	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx	128
0x3f0a7130	\$ConvertToNonresident	128
0x3f0a7710	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx	128
0x3f0a7d40	\Windows\System32\winevt\Logs\Microsoft-Windows-PrintService%4Admin.evtx	128
0x3f0aa038	\$Directory	128
0x3f0aace8	\Windows\System32\msdelta.dll	128
0x3f0ab038	\Windows\System32\riched20.dll	128
0x3f0ab100	\Windows\System32\DHCPQEC.DLL	128
0x3f0abb38	\Windows\Fonts\comicbd.ttf	128
0x3f0ac1b8	\Windows\System32\userenv.dll	128
0x3f0acd60	\$Directory	128
0x3f0ace38	\Program Files\Mozilla Firefox\api-ms-win-core-timezone-l1-1-0.dll	128
0x3f0aff80	\Windows\System32\drivers\portcls.sys	128
0x3f0b1250	\Endpoint	128
0x3f0b1748	\Windows\System32\wsock32.dll	128
0x3f0b23c8	\$Directory	128
0x3f0b2b70	\Endpoint	128
0x3f0b3860	\Windows\Fonts\verdanaz.ttf	128
0x3f0b4d60	\Windows\Fonts\Candaraz.ttf	128
0x3f0b5f80	\Program Files\Mozilla Firefox\api-ms-win-crt-convert-l1-1-0.dll	128
0x3f0b6900	\Windows\System32\fr-FR\user32.dll.mui	128
0x3f0b7ca0	\Windows\SoftwareDistribution\ReportingEvents.log	128
0x3f0b8238	\$Directory	128
0x3f0b8898	\Windows\System32\d2d1.dll	128
0x3f0b8b10	\Program Files\Adobe\Acrobat Reader DC\Reader\sqlite.dll	128
0x3f0b92b0	\Windows\Fonts\StaticCache.dat	128
0x3f0b9f80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\System Configuration.lnk	128
0x3f0ba4b8	\$Directory	128
0x3f0bae40	\$Directory	128
