Offset(P)            #Ptr   #Hnd Access Name
0x0000818687931940  32766      1 R--rwd \Device\HarddiskVolume2\Windows\System32\spool\drivers\W32X86\PCC
0x00008186879322a0  32766      1 R--rwd \Device\HarddiskVolume2\Windows\System32\spool\drivers\x64\PCC
0x00008186879325c0  32243      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal
0x00008186879328e0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AppXApplicabilityBlob.dll
0x00008186879330b0  29704      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd
0x0000818687933d30  32766      1 R--rwd \Device\HarddiskVolume2\Windows\System32\spool\drivers\x64\PCC
0x0000818687934500  32772      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4Operational.evtx
0x0000818687934820      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SndVolSSO.dll
0x00008186879349b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleacc.dll
0x0000818687934e60     30      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186879354a0     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186879357c0  32784      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4LogonTasksChannel.evtx
0x0000818687935950  32789      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Security-SPP-UX-Notifications%4ActionCenter.evtx
0x0000818687936120      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cldapi.dll
0x0000818687936760  32784      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Restricted.evtx
0x0000818687936c10     13      0 R--rwd \Device\HarddiskVolume2\Windows\System32\spfileq.dll
0x0000818687937250     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pcadm.dll
0x00008186879389c0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687939190     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DataExchange.dll
0x0000818687939af0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000081868793a450  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\ESENT.dll.mui
0x000081868793a5e0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\linkinfo.dll
0x000081868793adb0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868793ba30     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868793bbc0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868793bee0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x000081868793c840      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x000081868793d970  32333      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0x000081868793e5f0     13      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\devobj.dll
0x000081868793eaa0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186879403a0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687940850  32692      1 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D6F55659-35FD-46B3-AED7-DECFAE4E5038}\mpasbase.vdm
0x0000818687eb8500      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SecurityHealthHost.exe
0x0000818687eb9ae0  32046      1 RW-rw- \Device\HarddiskVolume2\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-wal
0x0000818687eba2b0      5      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.dll
0x0000818687ebbd40      3      0 R--r-- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\chrome.dll
0x0000818687ebcce0  32781      1 RW-rw- \Device\HarddiskVolume2\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db
0x0000818687ebd320      4      0 R--r-d \Device\HarddiskVolume2\Program Files (x86)\BraveSoftware\Update\Install\{12D1E124-F49D-4A8A-8DDD-CF3FA53092A1}\brave_installer-x64.exe
0x0000818687ebd7d0  32784      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Privacy-Auditing%4Operational.evtx
0x0000818687ebd960      7      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mfc42.dll
0x0000818687ec1c90      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\OneSettingsClient.dll
0x0000818687ec1e20  26306      2 R--r-d \Device\HarddiskVolume2\Program Files (x86)\BraveSoftware\Update\Install\{12D1E124-F49D-4A8A-8DDD-CF3FA53092A1}\CR_4A3F3.tmp\CHROME.PACKED.7Z
0x0000818687ec2140  65542      2 RWD--d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Temp\source6936_64684241\chrome.7z
0x0000818687ec25f0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\vaultsvc.dll.mui
0x0000818687ec2780     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\atl.dll
0x0000818687ec2910  32768      1 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\fr\FileSync.LocalizedResources.dll.mui
0x0000818687ec3400      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.Services.TargetedContent.dll
0x0000818687ec3590      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vaultsvc.dll
0x0000818687ec38b0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ec3bd0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x0000818687ec3d60  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x0000818687ec3ef0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\pnidui.dll.mui
0x0000818687ec43a0  32760      1 R--r-d \Device\HarddiskVolume2\Windows\System32\WinMetadata\Windows.UI.winmd
0x0000818687ec46c0  32766      1 RW---- \Device\HarddiskVolume2\Users\Admin\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat.LOG1
0x0000818687ec4e90      1      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\OneDrive.exe
0x0000818687ec91c0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\winnlsres.dll.mui
0x0000818687ec9670     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ec9800  32732      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal
0x0000818687ecd360     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ecd4f0      9      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\ucrtbase.dll
0x0000818687ecd680      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DdcComImplementationsDesktop.dll
0x0000818687ecd9a0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dimsjob.dll
0x0000818687ece300     11      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\Qt5Core.dll
0x0000818687ece490      6      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\Qt5Quick.dll
0x0000818687ece620  32794      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx
0x0000818687ece7b0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DeviceDirectoryClient.dll
0x0000818687ece940     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ecead0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MdmCommon.dll
0x0000818687ecec60     31      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ecedf0      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x0000818687ecf750      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ksuser.dll
0x0000818687ecf8e0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msacm32.drv
0x0000818687ed00b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdmaud.drv
0x0000818687ed0240  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\MMDevAPI.dll.mui
0x0000818687ed06f0  32781      1 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\fr\FileSync.LocalizedResources.dll.mui
0x0000818687ed0a10  32645      1 ------ \Device\NamedPipe\crashpad_4072_WTMKYGKRBXAKEAMS
0x0000818687ed0ba0  32706      1 ------ \Device\NamedPipe\MsFteWds
0x0000818687ed0ec0  32768      1 R--rw- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132
0x0000818687ed11e0  32782      1 R--rw- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\icudtl.dat
0x0000818687ed1370     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ed1690     13      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\Qt5Qml.dll
0x0000818687ed19b0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RTMediaFrame.dll
0x0000818687ed1b40  32784      1 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\Chakra.dll.mun
0x0000818687ed1cd0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SyncCenter.dll
0x0000818687ed1e60      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x0000818687ed27c0     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ed32b0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\bthprops.cpl.mui
0x0000818687ed43e0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x0000818687ed4570     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\regapi.dll
0x0000818687ed4890      5      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\adal.dll
0x0000818687ed4bb0  32778      1 RW-r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\BrowserMetrics\BrowserMetrics-643D8026-FE8.pma
0x0000818687ed51f0  32780      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\chrome_100_percent.pak
0x0000818687ed5380  32778      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\chrome_200_percent.pak
0x0000818687ed5510      7      0 R--r-- \Device\HarddiskVolume2\Windows\Globalization\ICU\icudtl.dat
0x0000818687ed56a0      9      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\Qt5Widgets.dll
0x0000818687ed5830     11      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\libcrypto-1_1-x64.dll
0x0000818687ed59c0  32773      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\Locales\fr.pak
0x0000818687ed5ce0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SettingsEnvironment.Desktop.dll
0x0000818687ed6190      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SystemSettings.DataModel.dll
0x0000818687ed6320     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\keepaliveprovider.dll
0x0000818687ed64b0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\shell32.dll.mui
0x0000818687ed6640  32752      1 ------ \Device\NamedPipe\wkssvc
0x0000818687ed6c80     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mlang.dll
0x0000818687ed7a90  32421      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0x0000818687ed7db0  32769      1 R--rwd \Device\HarddiskVolume2\Windows\System32\drivers\etc
0x0000818687eda7e0      1      0 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
0x0000818687edb140  29140      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0x0000818687edb2d0  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687edb460  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\urlmon.dll.mui
0x0000818687edbdc0  32766      1 ------ \Device\NamedPipe\mojo.4072.4044.2684467675340011829
0x0000818687edc0e0  32768      1 ------ \Device\NamedPipe\mojo.4072.4044.2684467675340011829
0x0000818687edc270  32768      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\ShaderCache\data_0
0x0000818687edc590  32766      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts\seguisb.ttf
0x0000818687edc8b0  32781      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\ShaderCache\data_0
0x0000818687edca40  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\combase.dll.mui
0x0000818687edcbd0      2      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ntmarta.dll
0x0000818687edcd60  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x0000818687edcef0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\winnlsres.dll.mui
0x0000818687ede7f0  32751      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd
0x0000818687edeca0  32767      1 R--rw- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\icudtl.dat
0x0000818687edee30      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\LanguageOverlayServer.dll
0x0000818687edf150     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ee0730  32743      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal
0x0000818687ee5230     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\taskschd.dll
0x0000818687ee7490     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ee7940  32791      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx
0x0000818687ee9880     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ee9a10     17      0 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\shared_proto_db\metadata\000003.ldb
0x0000818687ee9ba0     20      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ee9ec0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.Cortana.Desktop.dll
0x0000818687eea1e0  32767      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\GPUCache\data_1
0x0000818687eea500  32648      1 -W-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\EdgeUpdate\Log\MicrosoftEdgeUpdate.log
0x0000818687eea690      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\AppxSip.dll
0x0000818687eea820     10      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\winhttp.dll
0x0000818687eeab40     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eeacd0     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mscms.dll
0x0000818687eeae60     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eeb180     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eeb310     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eeb4a0  32768      1 R--rw- \Device\HarddiskVolume2\Windows
0x0000818687eeb630     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eeb950     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eebae0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eec2b0     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eec5d0  32780      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\GPUCache\data_1
0x0000818687eec760     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eec8f0      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\winsta.dll
0x0000818687eecda0  28807      1 ------ \Device\NamedPipe\lsass
0x0000818687eed250  32768      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\EdgeUpdate\1.3.173.55
0x0000818687eed3e0     30      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eed570     31      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eed890     30      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eedd40     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eeded0     31      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eee1f0  32769      1 RW-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Visited Links
0x0000818687eee380  32761      1 RW-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Web Data
0x0000818687eee510     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eee6a0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687eee9c0  32667      1 RW-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\History
0x0000818687eeeb50     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\Windows.System.Diagnostics.Telemetry.PlatformTelemetryClient.dll
0x0000818687ef4140  32768      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\GPUCache\index
0x0000818687ef42d0  32766      1 ------ \Device\NamedPipe\mojo.4072.4044.8245565515725009602
0x0000818687ef45f0      9      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\MMDevAPI.dll
0x0000818687ef4910  32782      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-AppxPackaging%4Operational.evtx
0x0000818687ef4aa0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ef4dc0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ef5bd0     23      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ef6080  32770      1 R--rw- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\v8_context_snapshot.bin
0x0000818687ef6210     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ef63a0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe
0x0000818687ef66c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ef6850  32766      1 ------ \Device\NamedPipe\mojo.4072.4044.8245565515725009602
0x0000818687ef6b70     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687ef6e90      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818688404cf0      1      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTSgrmEtwSession.etl
0x00008186884431e0      6      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818688443370     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\wshqos.dll.mui
0x0000818688443500      5      0 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Microsoft\EdgeUpdate\1.3.173.55\psmachine.dll
0x00008186884439b0  32715      1 RW-r-- \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\setup\logs\Update_2023-04-17_171606_7156-7120.log
0x0000818688443cd0  32765      1 R--rw- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\v8_context_snapshot.bin
0x0000818688444180     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818688444950     15      0 R--r-d \Device\HarddiskVolume2\Program Files\Process Hacker 2\plugins\SbieSupport.dll
0x0000818688444c70  32768      1 R--rw- \Device\HarddiskVolume2\Windows
0x0000818688445120  32515      1 -W-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\EdgeUpdate\Log\MicrosoftEdgeUpdate.log
0x00008186884452b0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818688445440  32746      1 RW-rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x00008186884455d0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818688445760  32767      1 R--rw- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132
0x00008186884458f0  32766      1 R--rw- \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132
0x00008186884463e0  31984      1 RW-r-- \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-04-17.1716.7156.2.aodl
0x0000818688446570  32765      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\chrome_200_percent.pak
0x0000818688446700      6      0 RWD--- \Device\HarddiskVolume2\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x0000818688446890  32765      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\resources.pak
0x0000818688446a20  32765      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\brave_100_percent.pak
0x0000818688446bb0      6      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\MrmCoreR.dll
0x0000818688446d40  32764      1 R--rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Site Characteristics Database\000003.ldb
0x0000818688446ed0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818688447510     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186884479c0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\winnlsres.dll.mui
0x0000818688448320     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818688448640  32781      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Extension State\LOG
0x0000818688448e10  32765      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\Locales\fr.pak
0x0000818688449450  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\mswsock.dll.mui
0x0000818688449a90  32769      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\GPUCache\data_2
0x000081868844a260      1      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Site Characteristics Database\000004.log
0x000081868844aa30      4      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\msvcp140.dll
0x000081868844ad50      6      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\vcruntime140_1.dll
0x000081868844b9d0      4      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\vcruntime140.dll
0x000081868844be80      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskhostw.exe
0x000081868844c1a0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\propsys.dll.mui
0x000081868844c4c0     10      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\UpdateRingSettings.dll
0x000081868844c7e0      1      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sync Data\LevelDB\000004.log
0x000081868844ce20  65534      2 ------ \Device\ConDrv\Output
0x000081868844d140  32754      1 ------ \Device\Afd\Endpoint
0x000081868844d2d0  32709      1 ------ \Device\Afd\AsyncConnectHlp
0x000081868844d780      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x000081868844daa0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000081868844dc30  32781      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\shared_proto_db\LOG
0x000081868844ddc0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\ieframe.dll.mui
0x000081868844e0e0  32765      1 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\chrome_100_percent.pak
0x000081868844e400     13      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\dwmapi.dll
0x000081868844e720  32781      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Extension State\MANIFEST-000002
0x000081868844ea40      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\OneCoreCommonProxyStub.dll
0x000081868844ebd0  32769      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\GPUCache\data_3
0x000081868844eef0  32781      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sync Data\LevelDB\MANIFEST-000002
0x000081868844f210      8      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\FileSyncHost.dll
0x000081868844f3a0      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.2251_none_91a40448cc8846c1
0x000081868844f530  32768      1 RWDrwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\DawnCache\index
