Offset(P)            #Ptr   #Hnd Access Name
0x000000001eb376c0      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000001eb37a60      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2
0x000000001eb37bb0      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000001eb387c0      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001eb3b540     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcss.dll
0x000000001eb421b0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RpcEpMap.dll
0x000000001eb42ba0      2      1 ------ \Device\Afd\Endpoint
0x000000001eb44f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\cga40850.fon
0x000000001eb467a0      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000001eb46d50      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000001eb48b20     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\api-ms-win-crt-stdio-l1-1-0.dll
0x000000001eb53f20      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-2e4-0
0x000000001eb544d0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eb56cf0      2      1 ------ \Device\Afd\Endpoint
0x000000001eb56f20      2      1 ------ \Device\Afd\Endpoint
0x000000001eb57770      2      1 ------ \Device\Afd\Endpoint
0x000000001eb57d50      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0x000000001eb58e00      2      1 ------ \Device\Afd\Endpoint
0x000000001eb5b500      1      1 ------ \Device\Afd\Endpoint
0x000000001eb5bd90      1      1 ------ \Device\Afd\Endpoint
0x000000001eb5d180      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x000000001eb5ebf0      2      1 ------ \Device\Afd\Endpoint
0x000000001eb5ef20      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0x000000001eb60070      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x000000001eb60290      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001eb60e60      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-18c-0
0x000000001eb61220      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001eb61870     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eb622b0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shell32.dll
0x000000001eb63a00      2      1 ------ \Device\Afd\Endpoint
0x000000001eb63f20      2      1 ------ \Device\Afd\Endpoint
0x000000001eb651a0      2      1 ------ \Device\Afd\Endpoint
0x000000001eb66070      9      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx
0x000000001eb664e0      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SYSTEM
0x000000001eb693a0      1      1 ------ \Device\NamedPipe\epmapper
0x000000001eb694f0      2      1 ------ \Device\NamedPipe\epmapper
0x000000001eb69790      1      1 ------ \Device\NamedPipe\epmapper
0x000000001eb6bdd0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FirewallAPI.dll
0x000000001eb6ea20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rpcss.dll
0x000000001eb73070      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Users\Jean\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001eb73260     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spool\prtprocs\x64\winprint.dll
0x000000001eb73570     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_fr-fr_b2f26ecb36a2bcea.manifest
0x000000001eb73820     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_72d18a4386696c80.manifest
0x000000001eb793b0      2      1 ------ \Device\Afd\Endpoint
0x000000001eb7ae10      2      1 ------ \Device\Afd\Endpoint
0x000000001eb7b390      1      1 ------ \Device\NamedPipe\LSM_API_service
0x000000001eb7b4e0      2      1 ------ \Device\NamedPipe\LSM_API_service
0x000000001eb7b780      1      1 ------ \Device\NamedPipe\LSM_API_service
0x000000001eb7bb00     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wow64win.dll
0x000000001eb82a60     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tzres.dll
0x000000001eb82e20      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\LogonUI.exe
0x000000001eb835d0      1      1 ------ \Device\NamedPipe\eventlog
0x000000001eb83720      2      1 ------ \Device\NamedPipe\eventlog
0x000000001eb839c0      1      1 ------ \Device\NamedPipe\eventlog
0x000000001eb84f20      2      1 ------ \Device\Afd\Endpoint
0x000000001eb895e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d10_1.dll
0x000000001eb93f20      1      1 RW---- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x000000001eb946b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac.manifest
0x000000001eb97c50     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vaultcli.dll
0x000000001eb9c9b0      2      1 ------ \Device\Afd\Endpoint
0x000000001eb9ce60     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VaultCredProvider.dll
0x000000001eb9e440     16      0 R--rwd \Device\HarddiskVolume2\Windows\WindowsShell.Manifest
0x000000001eba2570      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-318-0
0x000000001eba3b30      2      1 ------ \Device\Afd\Endpoint
0x000000001eba4c80      2      1 ------ \Device\Afd\Endpoint
0x000000001eba4e50      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\authui.dll
0x000000001eba52e0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001eba5860     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000001eba59b0     14      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.ci
0x000000001eba5bc0     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.ci
0x000000001eba61c0     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.002
0x000000001eba7070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\samlib.dll
0x000000001eba77a0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eba7c00     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eba8b20      4      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
0x000000001eba8c70      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptui.dll
0x000000001eba9dd0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shacct.dll
0x000000001ebaa460     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ebaa8c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ebaae20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ebab5d0      4      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000001ebad7f0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\cga80850.fon
0x000000001ebaf6c0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\propsys.dll
0x000000001ebafb30      2      1 ------ \Device\NamedPipe\trkwks
0x000000001ebb2bb0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\uxtheme.dll
0x000000001ebb32d0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dui70.dll
0x000000001ebb3ac0      2      1 ------ \Device\Afd\Endpoint
0x000000001ebb3c10     10      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a\GdiPlus.dll
0x000000001ebb3f20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0x000000001ebb4c80     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\duser.dll
0x000000001ebb4dd0      1      1 -W-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.3.Crwl
0x000000001ebb57a0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SndVolSSO.dll
0x000000001ebb72e0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MMDevAPI.dll
0x000000001ebb7c00      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\hid.dll
0x000000001ebb8070     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwmapi.dll
0x000000001ebb8400      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\xmllite.dll
0x000000001ebba520      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001ebbb070     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx
0x000000001ebbf070     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x000000001ebc0590      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WindowsCodecs.dll
0x000000001ebc1600      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SmartcardCredentialProvider.dll
0x000000001ebc1c40      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winbrand.dll
0x000000001ebc24b0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\BioCredProv.dll
0x000000001ebc2b50      2      2 RW-rwd \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000001ebc39e0      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001ebc5050     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ebc6dd0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\difxapi.dll
0x000000001ebc6f20      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usp10.dll
0x000000001ebc71a0      2      1 ------ \Device\Afd\Endpoint
0x000000001ebd0340     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.wid
0x000000001ebd2400      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netutils.dll
0x000000001ebd2dd0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-200-0
0x000000001ebd2f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netapi32.dll
0x000000001ebd72a0      1      1 -W---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat
0x000000001ebda210      2      1 ------ \Device\Afd\Endpoint
0x000000001ebda560     19      1 RWD--- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\tmp.edb
0x000000001ebdbcd0     16      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ebdc9e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x000000001ebdd190     28      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ebdde10      2      1 ------ \Device\Afd\Endpoint
0x000000001ebde370      1      1 -W---- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat
0x000000001ebdedd0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mssprxy.dll
0x000000001ebdef20      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001ebe2070     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleacc.dll
0x000000001ebe3520     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnidui.dll
0x000000001ebe68e0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIAutomationCore.dll
0x000000001ebe7cd0      6      0 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000001ebe8070      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msimg32.dll
0x000000001ebe8840      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ebec900      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\d3d10_1core.dll
0x000000001ebecc20     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ole32.dll
0x000000001ebecf20      7      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ws2_32.dll
0x000000001ebf0f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\audiosrv.dll
0x000000001ebf1070      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001ebf1d10     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\avrt.dll
0x000000001ebf2b90      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\audiodg.exe
0x000000001ebf4dc0      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msvcrt.dll
0x000000001ebf8cc0     14      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\clbcatq.dll
0x000000001ebfb050      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x000000001ebfb260      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x000000001ebfe5e0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\FirewallAPI.dll.mui
0x000000001ebfedc0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imagehlp.dll
0x000000001ebff140      1      1 -W-rw- \Device\HarddiskVolume2\Windows\debug\WIA\wiatrace.log
0x000000001ec00640      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec00a60     10      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\segoeuiz.ttf
0x000000001ec0d3a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSDApi.dll
0x000000001ec0d4f0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlasvc.dll
0x000000001ec0e670      1      1 R--rw- \Device\HarddiskVolume2\Users\Jean\Desktop\Mes documents à moi
0x000000001ec0e9e0     14      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Photo Viewer\ImagingEngine.dll
0x000000001ec0ec50      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mspaint.exe
0x000000001ec0ef20     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\spool\drivers\color\sRGB Color Space Profile.icm
0x000000001ec10070      2      1 R--rwd \Device\HarddiskVolume2\Users\Jean\Desktop\Mes documents à moi
0x000000001ec10410     16      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec10560     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec10c80      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001ec13700      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec14410     17      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx
0x000000001ec14b80     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec16070      2      1 ------ \Device\Afd\Endpoint
0x000000001ec16f20      1      1 -W-rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Temp\FXSAPIDebugLogFile.txt
0x000000001ec17270     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec173c0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec17980     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wow64.dll
0x000000001ec19390      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\Videos\desktop.ini
0x000000001ec195e0     16      0 RW-r-- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\1b4dd67f29cb1962.automaticDestinations-ms
0x000000001ec19800      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec1bf20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\snmpapi.dll
0x000000001ec1c070     16      0 R--r-- \Device\HarddiskVolume2\Users\Jean\Desktop\OUH.png
0x000000001ec1c580      2      1 R--rwd \Device\HarddiskVolume2\Users\Jean\Links
0x000000001ec1df20      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini
0x000000001ec1e3b0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\icm32.dll
0x000000001ec1ec00      1      1 RW-rwd \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001ec28c60     17      1 RW-rw- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000001ec29bf0      2      0 RW-rw- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Recent\OUH.lnk
0x000000001ec2b550      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\Links\desktop.ini
0x000000001ec2b6b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\AppPatch\drvmain.sdb
0x000000001ec2bbe0      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Libraries\Videos.library-ms
0x000000001ec2bdd0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIAnimation.dll
0x000000001ec362e0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec36640      1      1 RW-rwd \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001ec36d10     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec39ab0      2      0 R--rwd \Device\HarddiskVolume2\Users\Public\Videos\desktop.ini
0x000000001ec39f20     17      1 RW-rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x000000001ec3d390      1      1 RW-rwd \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000001ec3d700     16      1 RW-rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000001ec3fa80     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x000000001ec3ff20     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\shacct.dll
0x000000001ec40950      2      1 R--rw- \Device\HarddiskVolume2\Windows\Tasks
0x000000001ec414a0      2      1 ------ \Device\Afd\Endpoint
0x000000001ec42dd0      2      1 ------ \Device\Afd\Endpoint
0x000000001ec441c0      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\History\desktop.ini
0x000000001ec44760      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSST.dll
0x000000001ec45190     13      0 RW-rwd \Device\HarddiskVolume1\$LogFile
0x000000001ec459d0     16      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\sechost.dll
0x000000001ec46b30      1      1 ------ \Device\NamedPipe\atsvc
0x000000001ec46c80      2      1 ------ \Device\NamedPipe\atsvc
0x000000001ec46f20      1      1 ------ \Device\NamedPipe\atsvc
0x000000001ec476d0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FDResPub.dll
0x000000001ec479e0      1      1 ------ \Device\NamedPipe\keysvc
0x000000001ec496d0     14      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec49d20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msutb.dll
0x000000001ec4a320     12      0 R--r-- \Device\HarddiskVolume2\Windows\Prefetch\AgRobust.db
0x000000001ec4c070     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1257.NLS
0x000000001ec4c580     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1258.NLS
0x000000001ec4cf20     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_936.NLS
0x000000001ec60a70     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Wldap32.dll
0x000000001ec61070      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001ec64590     16      0 R--r-- \Device\HarddiskVolume2\Users\Jean\Desktop\Mes documents à moi\confidential.7z
0x000000001ec652c0      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\encodings\__pycache__\__init__.cpython-35.pyc
0x000000001ec65a40      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\encodings\__pycache__\utf_8.cpython-35.pyc
0x000000001ec65b90     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\encodings\__pycache__\aliases.cpython-35.pyc
0x000000001ec67d10      9      0 R--r-d \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\vcruntime140.dll
0x000000001ec68c80     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSSVC.exe
0x000000001ec68dd0      8      0 R--r-d \Device\HarddiskVolume2\Program Files\WinRAR\WinRAR.exe
0x000000001ec6a070      2      1 ------ \Device\Afd\Endpoint
0x000000001ec6b390     14      0 R--rwd \Device\HarddiskVolume2\Windows\System32\input.dll
0x000000001ec6b560      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\encodings\__pycache__\cp1252.cpython-35.pyc
0x000000001ec6b6b0      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\_bootlocale.cpython-35.pyc
0x000000001ec6baa0      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\_sitebuiltins.cpython-35.pyc
0x000000001ec6bc00     16      0 R--rwd \Device\HarddiskVolume2\Windows\IME\SPTIP.DLL
0x000000001ec70490     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\hashlib.cpython-35.pyc
0x000000001ec705e0     13      0 R--r-d \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\DLLs\_hashlib.pyd
0x000000001ec70ab0      2      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\Purble Place.lnk
0x000000001ec716d0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec71b30      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\Desktop\Projets\cipher.py
0x000000001ec78650     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\api-ms-win-crt-utility-l1-1-0.dll
0x000000001ec789b0     16      0 -W-rw- \Device\HarddiskVolume2\Users\Jean\Documents\database.txt
0x000000001ec78c70     13      0 R--r-d \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\python3.dll
0x000000001ec78dc0     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\sre_constants.cpython-35.pyc
0x000000001ec79880      2      1 R--rwd \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x000000001ec7a2e0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ec7a770      2      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\displayswitch.lnk
0x000000001ec7aa20     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\re.cpython-35.pyc
0x000000001ec7acd0     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\base64.cpython-35.pyc
0x000000001ec7af20     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\imm32.dll
0x000000001ec7b5c0      2      1 ------ \Device\NamedPipe\MsFteWds
0x000000001ec7b710     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\sre_compile.cpython-35.pyc
0x000000001ec7bb70     10      0 RW---- \Device\HarddiskVolume2\Windows\Prefetch\AgAppLaunch.db
0x000000001ec7c120     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml6r.dll
0x000000001ec7c510      2      1 ------ \Device\NamedPipe\wkssvc
0x000000001ec7dd00     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\sre_parse.cpython-35.pyc
0x000000001ec7f650      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 3.5\IDLE (Python 3.5 32-bit).lnk
0x000000001ec7f7a0      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\Contacts\desktop.ini
0x000000001ec7fdc0     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\copyreg.cpython-35.pyc
0x000000001ec80d50      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\Lib\__pycache__\struct.cpython-35.pyc
